organization_id,organization_name,organization_name_normalized,organization_name_search_key,organization_type_code,organization_level,parent_organization_id,province_name,management
BCA-DISTRICT-DEPARTMENT-008445,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an thành phố Kon Tum,đội cảnh sát đttp về kinh tế và ma túy công an thành phố kon tum,doi canh sat dttp ve kinh te va ma tuy cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008446,Đội Cảnh sát QLHC về TTXH - Công an thành phố Kon Tum,đội cảnh sát qlhc về ttxh công an thành phố kon tum,doi canh sat qlhc ve ttxh cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008447,Đội Cảnh sát Giao thông - Trật tự - Công an thành phố Kon Tum,đội cảnh sát giao thông trật tự công an thành phố kon tum,doi canh sat giao thong trat tu cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008448,Đội Cảnh sát PCCC và CNCH - Công an thành phố Kon Tum,đội cảnh sát pccc và cnch công an thành phố kon tum,doi canh sat pccc va cnch cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008449,Đội Cảnh sát thi hành án hình sự và HTTP - Công an thành phố Kon Tum,đội cảnh sát thi hành án hình sự và http công an thành phố kon tum,doi canh sat thi hanh an hinh su va http cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008450,Đội Kỹ thuật hình sự - Công an thành phố Kon Tum,đội kỹ thuật hình sự công an thành phố kon tum,doi ky thuat hinh su cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008451,Đội Xây dựng phong trào bảo vệ ANTQ - Công an thành phố Kon Tum,đội xây dựng phong trào bảo vệ antq công an thành phố kon tum,doi xay dung phong trao bao ve antq cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008452,Nhà tạm giữ - Công an thành phố Kon Tum,nhà tạm giữ công an thành phố kon tum,nha tam giu cong an thanh pho kon tum,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008439,Kon Tum,BCA
BQP-DISTRICT-DEPARTMENT-008453,Ban Tham mưu - Ban Chỉ huy Quân sự thành phố Kon Tum,ban tham mưu ban chỉ huy quân sự thành phố kon tum,ban tham muu ban chi huy quan su thanh pho kon tum,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008440,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008454,Ban Chính trị - Ban Chỉ huy Quân sự thành phố Kon Tum,ban chính trị ban chỉ huy quân sự thành phố kon tum,ban chinh tri ban chi huy quan su thanh pho kon tum,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008440,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008455,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự thành phố Kon Tum,ban hậu cần kỹ thuật ban chỉ huy quân sự thành phố kon tum,ban hau can ky thuat ban chi huy quan su thanh pho kon tum,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008440,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008456,Ban Động viên - Ban Chỉ huy Quân sự thành phố Kon Tum,ban động viên ban chỉ huy quân sự thành phố kon tum,ban dong vien ban chi huy quan su thanh pho kon tum,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008440,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008457,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự thành phố Kon Tum,ban dân quân tự vệ ban chỉ huy quân sự thành phố kon tum,ban dan quan tu ve ban chi huy quan su thanh pho kon tum,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008440,Kon Tum,BQP
BCA-DISTRICT-008458,Công an huyện Đắk Glei,công an huyện đắk glei,cong an huyen dak glei,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-008401,Kon Tum,BCA
BQP-DISTRICT-008459,Ban Chỉ huy Quân sự huyện Đắk Glei,ban chỉ huy quân sự huyện đắk glei,ban chi huy quan su huyen dak glei,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-008402,Kon Tum,BQP
BCA-DISTRICT-DEPARTMENT-008460,Đội Tổng hợp - Công an huyện Đắk Glei,đội tổng hợp công an huyện đắk glei,doi tong hop cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008461,Đội An ninh - Công an huyện Đắk Glei,đội an ninh công an huyện đắk glei,doi an ninh cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008462,Đội Điều tra tổng hợp - Công an huyện Đắk Glei,đội điều tra tổng hợp công an huyện đắk glei,doi dieu tra tong hop cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008463,Đội Cảnh sát hình sự - Công an huyện Đắk Glei,đội cảnh sát hình sự công an huyện đắk glei,doi canh sat hinh su cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008464,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an huyện Đắk Glei,đội cảnh sát đttp về kinh tế và ma túy công an huyện đắk glei,doi canh sat dttp ve kinh te va ma tuy cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008465,Đội Cảnh sát QLHC về TTXH - Công an huyện Đắk Glei,đội cảnh sát qlhc về ttxh công an huyện đắk glei,doi canh sat qlhc ve ttxh cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008466,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Đắk Glei,đội cảnh sát giao thông trật tự công an huyện đắk glei,doi canh sat giao thong trat tu cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008467,Đội Cảnh sát PCCC và CNCH - Công an huyện Đắk Glei,đội cảnh sát pccc và cnch công an huyện đắk glei,doi canh sat pccc va cnch cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008468,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Đắk Glei,đội cảnh sát thi hành án hình sự và http công an huyện đắk glei,doi canh sat thi hanh an hinh su va http cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008469,Đội Kỹ thuật hình sự - Công an huyện Đắk Glei,đội kỹ thuật hình sự công an huyện đắk glei,doi ky thuat hinh su cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008470,Đội Xây dựng phong trào bảo vệ ANTQ - Công an huyện Đắk Glei,đội xây dựng phong trào bảo vệ antq công an huyện đắk glei,doi xay dung phong trao bao ve antq cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008471,Nhà tạm giữ - Công an huyện Đắk Glei,nhà tạm giữ công an huyện đắk glei,nha tam giu cong an huyen dak glei,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008458,Kon Tum,BCA
BQP-DISTRICT-DEPARTMENT-008472,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Đắk Glei,ban tham mưu ban chỉ huy quân sự huyện đắk glei,ban tham muu ban chi huy quan su huyen dak glei,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008459,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008473,Ban Chính trị - Ban Chỉ huy Quân sự huyện Đắk Glei,ban chính trị ban chỉ huy quân sự huyện đắk glei,ban chinh tri ban chi huy quan su huyen dak glei,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008459,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008474,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Đắk Glei,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện đắk glei,ban hau can ky thuat ban chi huy quan su huyen dak glei,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008459,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008475,Ban Động viên - Ban Chỉ huy Quân sự huyện Đắk Glei,ban động viên ban chỉ huy quân sự huyện đắk glei,ban dong vien ban chi huy quan su huyen dak glei,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008459,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008476,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự huyện Đắk Glei,ban dân quân tự vệ ban chỉ huy quân sự huyện đắk glei,ban dan quan tu ve ban chi huy quan su huyen dak glei,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008459,Kon Tum,BQP
BCA-DISTRICT-008477,Công an huyện Đắk Hà,công an huyện đắk hà,cong an huyen dak ha,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-008401,Kon Tum,BCA
BQP-DISTRICT-008478,Ban Chỉ huy Quân sự huyện Đắk Hà,ban chỉ huy quân sự huyện đắk hà,ban chi huy quan su huyen dak ha,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-008402,Kon Tum,BQP
BCA-DISTRICT-DEPARTMENT-008479,Đội Tổng hợp - Công an huyện Đắk Hà,đội tổng hợp công an huyện đắk hà,doi tong hop cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008480,Đội An ninh - Công an huyện Đắk Hà,đội an ninh công an huyện đắk hà,doi an ninh cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008481,Đội Điều tra tổng hợp - Công an huyện Đắk Hà,đội điều tra tổng hợp công an huyện đắk hà,doi dieu tra tong hop cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008482,Đội Cảnh sát hình sự - Công an huyện Đắk Hà,đội cảnh sát hình sự công an huyện đắk hà,doi canh sat hinh su cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008483,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an huyện Đắk Hà,đội cảnh sát đttp về kinh tế và ma túy công an huyện đắk hà,doi canh sat dttp ve kinh te va ma tuy cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008484,Đội Cảnh sát QLHC về TTXH - Công an huyện Đắk Hà,đội cảnh sát qlhc về ttxh công an huyện đắk hà,doi canh sat qlhc ve ttxh cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008485,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Đắk Hà,đội cảnh sát giao thông trật tự công an huyện đắk hà,doi canh sat giao thong trat tu cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008486,Đội Cảnh sát PCCC và CNCH - Công an huyện Đắk Hà,đội cảnh sát pccc và cnch công an huyện đắk hà,doi canh sat pccc va cnch cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008487,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Đắk Hà,đội cảnh sát thi hành án hình sự và http công an huyện đắk hà,doi canh sat thi hanh an hinh su va http cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008488,Đội Kỹ thuật hình sự - Công an huyện Đắk Hà,đội kỹ thuật hình sự công an huyện đắk hà,doi ky thuat hinh su cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008489,Đội Xây dựng phong trào bảo vệ ANTQ - Công an huyện Đắk Hà,đội xây dựng phong trào bảo vệ antq công an huyện đắk hà,doi xay dung phong trao bao ve antq cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008490,Nhà tạm giữ - Công an huyện Đắk Hà,nhà tạm giữ công an huyện đắk hà,nha tam giu cong an huyen dak ha,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008477,Kon Tum,BCA
BQP-DISTRICT-DEPARTMENT-008491,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Đắk Hà,ban tham mưu ban chỉ huy quân sự huyện đắk hà,ban tham muu ban chi huy quan su huyen dak ha,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008478,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008492,Ban Chính trị - Ban Chỉ huy Quân sự huyện Đắk Hà,ban chính trị ban chỉ huy quân sự huyện đắk hà,ban chinh tri ban chi huy quan su huyen dak ha,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008478,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008493,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Đắk Hà,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện đắk hà,ban hau can ky thuat ban chi huy quan su huyen dak ha,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008478,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008494,Ban Động viên - Ban Chỉ huy Quân sự huyện Đắk Hà,ban động viên ban chỉ huy quân sự huyện đắk hà,ban dong vien ban chi huy quan su huyen dak ha,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008478,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008495,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự huyện Đắk Hà,ban dân quân tự vệ ban chỉ huy quân sự huyện đắk hà,ban dan quan tu ve ban chi huy quan su huyen dak ha,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008478,Kon Tum,BQP
BCA-DISTRICT-008496,Công an huyện Đắk Tô,công an huyện đắk tô,cong an huyen dak to,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-008401,Kon Tum,BCA
BQP-DISTRICT-008497,Ban Chỉ huy Quân sự huyện Đắk Tô,ban chỉ huy quân sự huyện đắk tô,ban chi huy quan su huyen dak to,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-008402,Kon Tum,BQP
BCA-DISTRICT-DEPARTMENT-008498,Đội Tổng hợp - Công an huyện Đắk Tô,đội tổng hợp công an huyện đắk tô,doi tong hop cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008499,Đội An ninh - Công an huyện Đắk Tô,đội an ninh công an huyện đắk tô,doi an ninh cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008500,Đội Điều tra tổng hợp - Công an huyện Đắk Tô,đội điều tra tổng hợp công an huyện đắk tô,doi dieu tra tong hop cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008501,Đội Cảnh sát hình sự - Công an huyện Đắk Tô,đội cảnh sát hình sự công an huyện đắk tô,doi canh sat hinh su cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008502,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an huyện Đắk Tô,đội cảnh sát đttp về kinh tế và ma túy công an huyện đắk tô,doi canh sat dttp ve kinh te va ma tuy cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008503,Đội Cảnh sát QLHC về TTXH - Công an huyện Đắk Tô,đội cảnh sát qlhc về ttxh công an huyện đắk tô,doi canh sat qlhc ve ttxh cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008504,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Đắk Tô,đội cảnh sát giao thông trật tự công an huyện đắk tô,doi canh sat giao thong trat tu cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008505,Đội Cảnh sát PCCC và CNCH - Công an huyện Đắk Tô,đội cảnh sát pccc và cnch công an huyện đắk tô,doi canh sat pccc va cnch cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008506,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Đắk Tô,đội cảnh sát thi hành án hình sự và http công an huyện đắk tô,doi canh sat thi hanh an hinh su va http cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008507,Đội Kỹ thuật hình sự - Công an huyện Đắk Tô,đội kỹ thuật hình sự công an huyện đắk tô,doi ky thuat hinh su cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008508,Đội Xây dựng phong trào bảo vệ ANTQ - Công an huyện Đắk Tô,đội xây dựng phong trào bảo vệ antq công an huyện đắk tô,doi xay dung phong trao bao ve antq cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008509,Nhà tạm giữ - Công an huyện Đắk Tô,nhà tạm giữ công an huyện đắk tô,nha tam giu cong an huyen dak to,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008496,Kon Tum,BCA
BQP-DISTRICT-DEPARTMENT-008510,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Đắk Tô,ban tham mưu ban chỉ huy quân sự huyện đắk tô,ban tham muu ban chi huy quan su huyen dak to,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008497,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008511,Ban Chính trị - Ban Chỉ huy Quân sự huyện Đắk Tô,ban chính trị ban chỉ huy quân sự huyện đắk tô,ban chinh tri ban chi huy quan su huyen dak to,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008497,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008512,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Đắk Tô,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện đắk tô,ban hau can ky thuat ban chi huy quan su huyen dak to,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008497,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008513,Ban Động viên - Ban Chỉ huy Quân sự huyện Đắk Tô,ban động viên ban chỉ huy quân sự huyện đắk tô,ban dong vien ban chi huy quan su huyen dak to,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008497,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008514,Ban Dân quân tự vệ - Ban Chỉ huy Quân sự huyện Đắk Tô,ban dân quân tự vệ ban chỉ huy quân sự huyện đắk tô,ban dan quan tu ve ban chi huy quan su huyen dak to,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008497,Kon Tum,BQP
BCA-DISTRICT-008515,Công an huyện Ia H'Drai,công an huyện ia h drai,cong an huyen ia h drai,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-008401,Kon Tum,BCA
BQP-DISTRICT-008516,Ban Chỉ huy Quân sự huyện Ia H'Drai,ban chỉ huy quân sự huyện ia h drai,ban chi huy quan su huyen ia h drai,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-008402,Kon Tum,BQP
BCA-DISTRICT-DEPARTMENT-008517,Đội Tổng hợp - Công an huyện Ia H'Drai,đội tổng hợp công an huyện ia h drai,doi tong hop cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008518,Đội An ninh - Công an huyện Ia H'Drai,đội an ninh công an huyện ia h drai,doi an ninh cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008519,Đội Điều tra tổng hợp - Công an huyện Ia H'Drai,đội điều tra tổng hợp công an huyện ia h drai,doi dieu tra tong hop cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008520,Đội Cảnh sát hình sự - Công an huyện Ia H'Drai,đội cảnh sát hình sự công an huyện ia h drai,doi canh sat hinh su cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008521,Đội Cảnh sát ĐTTP về kinh tế và ma túy - Công an huyện Ia H'Drai,đội cảnh sát đttp về kinh tế và ma túy công an huyện ia h drai,doi canh sat dttp ve kinh te va ma tuy cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008522,Đội Cảnh sát QLHC về TTXH - Công an huyện Ia H'Drai,đội cảnh sát qlhc về ttxh công an huyện ia h drai,doi canh sat qlhc ve ttxh cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008523,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Ia H'Drai,đội cảnh sát giao thông trật tự công an huyện ia h drai,doi canh sat giao thong trat tu cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008524,Đội Cảnh sát PCCC và CNCH - Công an huyện Ia H'Drai,đội cảnh sát pccc và cnch công an huyện ia h drai,doi canh sat pccc va cnch cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008525,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Ia H'Drai,đội cảnh sát thi hành án hình sự và http công an huyện ia h drai,doi canh sat thi hanh an hinh su va http cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008526,Đội Kỹ thuật hình sự - Công an huyện Ia H'Drai,đội kỹ thuật hình sự công an huyện ia h drai,doi ky thuat hinh su cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008527,Đội Xây dựng phong trào bảo vệ ANTQ - Công an huyện Ia H'Drai,đội xây dựng phong trào bảo vệ antq công an huyện ia h drai,doi xay dung phong trao bao ve antq cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BCA-DISTRICT-DEPARTMENT-008528,Nhà tạm giữ - Công an huyện Ia H'Drai,nhà tạm giữ công an huyện ia h drai,nha tam giu cong an huyen ia h drai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-008515,Kon Tum,BCA
BQP-DISTRICT-DEPARTMENT-008529,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Ia H'Drai,ban tham mưu ban chỉ huy quân sự huyện ia h drai,ban tham muu ban chi huy quan su huyen ia h drai,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008516,Kon Tum,BQP
BQP-DISTRICT-DEPARTMENT-008530,Ban Chính trị - Ban Chỉ huy Quân sự huyện Ia H'Drai,ban chính trị ban chỉ huy quân sự huyện ia h drai,ban chinh tri ban chi huy quan su huyen ia h drai,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-008516,Kon Tum,BQP
